Place,Count
Italiener,5
Jena,3
Jerusalem,1
Kairo,2
Kanarische Inseln,1
Kap der Guten Hoffnung,1
Karlsbad,7
Kasan,1
Kassel,9
Kehl,1
Kiel,1
Kiew,1
Kliszów,1
Kniphausen,1
Koblenz,1
Konstantinopel,4
Kopenhagen,1
Krakau,12
Kroatien,1
Kurland,6
Kurpfalz,1
Kärnten,1
Köln,11
Königreich,3
Königsberg,1
Königsmarck,1
Königstein,3
Köpenick,2
La Trappe,1
Lamspringe,2
Landsberg,1
Lauenburg,1
Laxemburg,1
Lehnin,3
Leipzig,8
Lenzen,3
Levante,2
Lichtenburg,1
Lietzenburg,39
Lietzenburger,1
Linsburg,18
Linz,1
Lissenheim,1
Litauen,4
Litauer,1
Livland,3
Loccum,9
Lombardei,2
London,9
Loreto,1
Lothringen,12
Lustenburg,4
Lyon,3
Lübeck,1
Lüneborg,1
Lüneburg,8
Lüttich,5
Maas,4
Maastricht,2
Madrid,2
Magdeburg,9
Mailand,5
Mailändisch,1
Maine,2
Maintenon,1
Mainz,3
Malchow,1
Malta,1
Mantua,2
Marienbad,1
Marlborough,8
Martinitz,1
Maubuisson,3
Meaux,14
Mecklenburg,4
Melle,1
Merseburg,1
Meseritz,1
Mittelmeer,1
Modena,16
Monmouth,1
Moray,1
Morea,1
Moskau,5
München,6
Münster,1
Namur,1
Nassau,2
Nauplia,1
Neapel,4
Neuburg,1
Newcastle,1
Niederlande,6
Niedersachsen,1
Nienburg,2
Nimwegen,1
Nizza,1
Nola,1
Nordburg,1
Nordhausen,5
Nordmeer,1
Norwegen,2
Nöteburg,2
Nürnberg,1
OberUngarn,1
Oeynhausen,1
Oldenburg,1
Oranien,12
Oranienbaum,2
Oranienburg,9
Orléans,10
Osnabruck,2
Osnabrück,10
Osnabrücker,3
Osterode,2
Ostfriesland,9
Ostrog,1
Ostsee,2
Paderborn,1
Pamiers,1
Paris,30
Peine,1
Peking,1
Pembroke,2
Persien,3
Pest,1
Petersburg,2
Peterwardein,2
Pfalz,7
Pfalz-Neuburg,1
Philippsburg,3
Piemont,1
Pinneberg,1
Plittersdorf,1
Po,2
Pole,1
Polen,57
Pommern,5
Portugal,2
Portugiesen,1
Posen,1
Potsdam,10
Pottendorf,1
Prag,2
Preußen,77
Pruth,1
Pyrmont,9
Quedlinburg,3
Raab,3
Rantzau,3
Ratzeburg,1
Ravenna,1
Regensburg,4
Rhein,13
Riga,3
Rijswijk,1
Rom,31
Rotes Meer,1
Rotterdam,1
Ruhr,4
Russland,2
Römer,6
Sachsen,21
Sachsen-Gotha,1
Sachsen-Lauenburg,1
Sachsen-Merseburg,1
Saint Cyr,1
Saint Germain,4
Saint James,1
Saint-Germain,1
Salisbury,3
Salzburg,1
Salzdahlum,4
San Spirito,1
Savoyen,6
Scarlati,1
Schlesien,3
Schmettau,2
Schotte,6
Schottland,11
Schulenburg,3
Schwaben,1
Schwarze Meer,1
Schwede,1
Schweden,104
Schwedt,1
Schönhausen,2
Seeland,1
Seesen,1
Sesto,1
Siebenbürgen,3
Siena,1
Singen,1
Sizilien,2
Smyrna,1
Soest,1
Sorbonne,4
Spandau,4
Spanheim,1
Spanien,30
Spanier,12
Stade,2
Stamford,1
Starhemberg,1
Steevenswert,1
Steiermark,1
Stockholm,1
Stormarn,1
Strahlenheim,1
Straßburg,1
Styrum,3
Stör,2
Sulzbach,2
Tangermünde,1
Temeswar,2
Teplitz,3
Tettau,1
Thorn,1
Thüringen,1
Tirol,2
Torgau,6
Toskana,4
Transsilvanien,1
Trier,2
Tönning,3
Türke,11
Türkei,1
Ulm,3
Ungarn,14
Utrecht,1
Vaudémont,1
Venedig,10
Venetien,1
Veneto,1
Venezianer,5
Venlo,1
Vesuv,1
Vigo,1
Wagenbourg,1
Walachei,1
Walachen,2
Wales,10
Wangenheim,1
Wardein,1
Warschau,16
Wartenberg,5
Wassenaer,1
Weichsel,1
Wesel,1
Wien,57
Wildeshausen,2
Wismar,1
Wittenberg,3
Wolfenbüttel,56
Wolffenbüttel,1
Württemberg,2
York,1
Zell,1
Zellerfeld,1
Zerbst,2
Ziesar,1
Zweibrücken,1
Ägypten,3
Ägypter,5
Äthiopien,1
Ätna,1
